Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	DIA_1_S5-B1_1_12203.d	DIA_2_S5-C1_1_12204.d	DIA_3_S5-D1_1_12205.d	DIA_4_S5-E1_1_12206.d	DIA_5_S5-F1_1_12207.d	DIA_6_S5-G1_1_12208.d	DIA_7_S5-A2_1_12209.d	DIA_8_S5-B2_1_12210.d	DIA_9_S5-C2_1_12211.d	DIA_10_S5-D2_1_12212.d	DIA_11_S5-E2_1_12213.d	DIA_12_S5-F2_1_12214.d	DIA_13_S5-G2_1_12215.d	DIA_14_S5-A3_1_12216.d	DIA_15_S5-B3_1_12217.d	DIA_16_S5-C3_1_12218.d	DIA_17_S5-D3_1_12219.d	DIA_18_S5-E3_1_12220.d	DIA_19_S5-F3_1_12221.d	DIA_20_S5-G3_1_12222.d	DIA_21_S5-A4_1_12223.d	DIA_22_S5-B4_1_12224.d	DIA_23_S5-C4_1_12225.d	DIA_24_S5-D4_1_12226.d	DIA_25_S5-E4_1_12227.d	DIA_26_S5-F4_1_12228.d	DIA_27_S5-G4_1_12229.d	DIA_28_S5-A5_1_12230.d	DIA_29_S5-B5_1_12231.d	DIA_30_S5-C5_1_12232.d	DIA_31_S5-D5_1_12233.d	DIA_32_S5-E5_1_12234.d	DIA_33_S5-F5_1_12235.d	DIA_34_S5-G5_1_12236.d	DIA_35_S5-A6_1_12237.d	DIA_36_S5-B6_1_12238.d	DIA_37_S5-C6_1_12239.d	DIA_38_S5-D6_1_12240.d	DIA_39_S5-E6_1_12241.d	DIA_40_S5-F6_1_12242.d	DIA_41_S5-G6_1_12243.d	DIA_42_S5-A7_1_12244.d	DIA_43_S5-B7_1_12245.d	DIA_44_S5-C7_1_12246.d	DIA_45_S5-D7_1_12247.d	DIA_46_S5-E7_1_12248.d	DIA_47_S5-F7_1_12249.d	DIA_48_S6-B1_1_12252.d	DIA_49_S6-C1_1_12253.d	DIA_50_S6-D1_1_12254.d	DIA_51_S6-E1_1_12255.d	DIA_52_S6-F1_1_12256.d	DIA_53_S6-G1_1_12257.d	DIA_54_S6-A2_1_12258.d	DIA_55_S6-B2_1_12259.d	DIA_56_S6-C2_1_12260.d	DIA_57_S6-D2_1_12261.d	DIA_58_S6-E2_1_12262.d	DIA_59_S6-F2_1_12263.d	DIA_60_S6-G2_1_12264.d	DIA_61_S6-A3_1_12265.d	DIA_62_S6-B3_1_12266.d	DIA_63_S6-C3_1_12267.d	DIA_64_S6-D3_1_12268.d	DIA_65_S6-E3_1_12269.d	DIA_66_S6-F3_1_12270.d	DIA_67_S6-G3_1_12271.d	DIA_68_S6-A4_1_12272.d	DIA_69_S6-B4_1_12273.d	DIA_70_S6-C4_1_12274.d	DIA_71_S6-D4_1_12275.d	DIA_72_S6-E4_1_12276.d	DIA_73_S6-F4_1_12277.d	DIA_74_S6-G4_1_12278.d	DIA_75_S6-A5_1_12279.d	DIA_76_S6-B5_1_12280.d	DIA_77_S6-C5_1_12281.d	DIA_78_S6-D5_1_12282.d	DIA_79_S6-E5_1_12283.d	DIA_80_S6-F5_1_12284.d	DIA_81_S6-G5_1_12285.d	DIA_82_S6-A6_1_12286.d	DIA_83_S6-B6_1_12287.d	DIA_84_S6-C6_1_12288.d	DIA_85_S6-D6_1_12289.d	DIA_86_S6-E6_1_12290.d	DIA_87_S6-F6_1_12291.d	DIA_88_S6-G6_1_12292.d	DIA_89_S6-A7_1_12293.d	DIA_90_S6-B7_1_12294.d	DIA_91_S6-C7_1_12295.d	DIA_92_S6-D7_1_12296.d	DIA_93_S6-E7_1_12297.d	DIA_94_S6-F7_1_12298.d	DIA_95_S6-G7_1_12299.d	DIA_96_S6-A8_1_12300.d	DIA_97_S6-B8_1_12301.d	DIA_98_S6-C8_1_12302.d	DIA_Pool1_S5-A1_1_12202.d	DIA_Pool2_S5-G7_1_12250.d	DIA_Pool3_S6-A1_1_12251.d	DIA_Pool4_S6-D8_1_12303.d
P23142	P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	1311.24		1352.16	1144.06	1122.7	1270.55	1511.29	1675.51	840.757	1334.02	8289.09	1059.58	1487.77	1162.48	601.37	1163.23	1559.13	1148.39	1760.69	2296.45	1557.81	1493.78	1239.06	1715.05	1134.06	1952.44	1448.49	1204.43	723.47	1097.41		1992.7		1496.87		1218.27	1559.13	2622.14		2433.68	1688.5	1780.27		1483.97	1545.46	2219.05	1199.53		632.151			1334.07			930.006	1900.72	1393.81	718.034	1125.15	1714.21	1553.44	1191.76	1105.06	1817.03	1039.38	985.584			1801.21	1408.7	978.756	1360.3	1346.66		3678.32	6273.84	12686.6	5751.77	3041.37	2849.72	1719.71	788.174	1133.11	1162.43	660.271	1757.89	650.233	1363.69	1651.83	1069.89	989.187	752.759	1068.35		1205.85	1905.03	1747.4	1554.1	1042.71	1510.64	1288.76	697.578
P23246	P23246	SFPQ_HUMAN	SFPQ	"Splicing factor, proline- and glutamine-rich"	5247.34	3802.69		2733.07				3717.82	1838.12			5503.59	3951.12	4402.93	3645.04	5422.72				6324.06						9791.65	5020.28	5824.41					6841.72				4686.54			6954.75					4553.94										6503.17		6857.51	4941.65						4938.02						3380.17				11982.9					6609.03			4484.08	4893.56									5797.51			7735.4	7000.93		4127.59	7045.24	4722.32	7133.75	
P23284	P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	408.874	1470.03	532.633		576.007	656.992	328.381	371.829	489.485	658.782					1290.5	752.2	1031.66	679.087	414.54	1214.09	935.114	390.281	290.596	371.087	1558.24	403.487	380.276		495.152			505.77		403.657		1375.06	1411.14	652.507	619.281	284.921	451.03			1083.33		405.239	503.54			477.669	787.313		988.736					329.495	767.173	561.171	804.866		352.625	682.061	637.47	1183.99	1519.66	533.897	913.431		613.857		1843.17	518.065	512.857	756.231	569.967	2114.74	398.282	1278.05	348.125		1522.94	624.832	3322.57	575.15	2059.82	883.338	264.081			2961.41				277.486		513.334	383.004	685.033		
P23327	P23327	SRCH_HUMAN	HRC	Sarcoplasmic reticulum histidine-rich calcium-binding protein	1187.07	522.11	1471.26	1492.87	1069.65	838.506	539.724	756.74	1140.64		977.437		1059.4			832.062	557.268	510.883	1069.26	1059.11	1447.25		684.442				687.256	2324.47	591.744				633.808	926.718		2023.9				2742.39	1293.44								587.808	1044.5	931.924	1610.02	1137.4		734.333	749.634	517.28	1315	1106.49	1177.61	1177.05	1393.33	818.121	741.481	1372.39	1270.72	788.669	411.034	1149.06	1324.16	1115.57	1098.81	1087.89	1100.72	879.159	598.437		478.753	560.553	1104.95	1024.39	1140.72	1579.56	1015.52	877.602	1043.64	650.31	622.34	1245.87	837.987	697.882	377.67	892.201	914.006	726.561	992.465	1540.69	650.235	927.684	1127.12	845.786	977.739
P23381	P23381	SYWC_HUMAN	WARS1	"Tryptophan--tRNA ligase, cytoplasmic"			861.451																																						2185.37																		539.548																			994																								
P23396	P23396	RS3_HUMAN	RPS3	40S ribosomal protein S3	747.82	689.598	1626.22	1173.67	979.884	968.195	1068.89	943.41	1658.04	625.101	1047.36	546.62	1312.5	443.127	290.118	1083.29		1024.53	1305.28	963.58	594.693	702.937	656.877	475.555		546.612	1189.2		581.622	544.915				569.13	502.685	577.799		589.655	1056.15	752.205	9766.47	967.183		250.23	259.473			512.582	854.782	763.077	1343.99	705.649	1000.76		1263.76	921.734	659.438	834.912	849.358	1179.96	2289.2	868.935	1196.65	732.294	1429.14	874.025	1517.29	1387.51	1036.46	1054.33	1282.08	590.09	985.951		771.284	244.249		628.8	878.93	633.956	1053.66	724.8	1055.13	1269.37	1866.55	1195.02	980.836	566.728	848.204	508.519	1144.99	867.269	1238.12	1180.95	1374.13	444.668	1637.28	1464.08	1171.47	764.994	1292.95	1442.76
P23435	P23435	CBLN1_HUMAN	CBLN1	Cerebellin-1	1854.16	3328.08	3797.91	3570.75	2150.2	2902.49	3823.59	2080.45	2836.62	2244	2156.9	1501.59	1748.86	1749.96	1421.65	1880.66	1184.53	3481.38	740.68	3011.39	2208.83	2035.83	2493.67	2159.92	1513.69	2207	2601	3861.12	3631.89	1614.31		3771.86	2630.77	3037.95	3622.39	2804.5	2462.88	1579.02	2053.11	3077.18	891.013	2415.91	2680.6	2141.97	2331.75	5695.56	1762.18	3505.09	1733.34	1803.92	607.416	1692.12	2357.16		3164.51	2448.04	2063.12	943.713	2608.93	2362.48	1719.38	1764.3	2082.24	3227.32	1470.95	2310.39	1782.5	1395.72	2875.52	2769.34	1799.22	1750.99	3393.43	1742.51	3003.6	1937.14	2018.14	3456.65	2343.79	3309.65	1570.83	2889.28	2547.91	2960.81	655.708	1074.04	1954.99	4946.62	1812.84	2038.68	2759.79	1819.84	4507.25	4201.7	575.438	4294.82	2894.07	3067.06	2180.35	2324.59	2100.84	2975.87
P23467	P23467	PTPRB_HUMAN	PTPRB	Receptor-type tyrosine-protein phosphatase beta	3567.08	2177.69	3146.92	4352.45	4374.14	2594.88	3082.94	3301.13	3720.35	3697.06	1668.06	2171.06	3431.56	3592.91	2668.15	4194.15	3851.39	2202.41	2792.01	3680.98	3275.47	2839	4692.95	3683.93	3002.67	3672.84	3359.83	4270.38	6042.87	3460.29	4113.49	4786.61	2818	2362.68	4710.42	3805.91	2569.34	3193.81	2953.7	2122.07	2793.51	2406.25	2831.78	4098.66	2392.94	3237.37	2577.56	4775	3142.68	4392.08	2640.68	3083.87	2753.31		4131.67	4012.71	2676.03	3871.93	1558.14	3348.07	3025.68	1772.73	3477.72	3194.96	2103.54	4589.78	2591.93	2984.38	3483.4	3255.07	2530.38	3685.04	3514.91	2823.55	3605.74	1322.48	1308.98	3250.25	2347.71	3044.38	3562.71	4009.77	1953.38	3390.8	3343.79	3131.13	3087.3	4510.41	2697.5	4017.37	3007.68	3479.25	3060.11	2671.08	3046.33	2542.92	2674.36	3340.66	3467.85	3138.19	3732.78	3044.05
P23470	P23470	PTPRG_HUMAN	PTPRG	Receptor-type tyrosine-protein phosphatase gamma	3723.99	4005.46	2961.86	3712.17	3515.37	2867.84	4362.52	5178.72	3371.83	2621.95	3420.82	2684.57	4784.7	3303.4	2352.79	2860.7	3222.72	3495.54	4272	3839.71	3454.19	4158.75	2648.38	4122.34	2695.58	3433.28	3646.83	3691.75	2905.12	3513.94		2455.76	2379.15	2976.29	3526.94	3399.44	3828.28	4005.95	3686.7	3989.99	3004.12	3233.89	3108.39	1999.63	4407.37	2779.44	3193.21	2545.21	2908.01	2471.76	3160.9	3477.02	2101.35		2584.86	3808.34	3189.27	2177.27	2560.51	3929.73	2803.33	2855.29	4337.78	3536.24	3988.36	3324.8	2408.55	4024.37	3239.94	3597.88	3207.67	2827.38	4188.43	4512.89	2802.07	1668.21	2361.7	3249.85	4074.79	4135.35	2993.71	3628.79	4283.13	2793.3	2597.93	2935.4	3631.92	3548.88	4155.43	2704.47	2927.9	3433.86	3812.03	2631.77	3787.38	4400.58	4239.04	3216.57	3183.89	2751.72	3443.36	3401.78
P23471	P23471	PTPRZ_HUMAN	PTPRZ1	Receptor-type tyrosine-protein phosphatase zeta	1783.32	1341.59	2358.34	2373.6	1513.9	2086.81	2057.39	2437.27	2463.38	1233.43	1781.63	2811.3	2090.89	1427.09	909.188	1544.75	1839.92	2058.29	1663.05	1543.49	2429.77	1606.59	2750.43	2173.28	1439.66	1901.2	1638.26	2238.21	2152.73	2237.34		3074.41	1225.46	2715.78	1219.54	1808.83	2278.63	1255.22	1348.39	1728.49	1527.23	1633.73	2167.59	2064.04	2436.34	2185.91	1655.82	2249.14	1054.97	1884.6	1058.43	2040.62	1726.15		1465.82	2947.74	1931.26	1540.94	1683.06	2555.04	2125.75	1604.88	2284.56	1965	2255.37	1878.39	1351.08	2287.84	2137.75	2484.43	1712.95	2247.31	1838.1	2077.47	2016.7	778.922	928.436	1215.01	1898.58	2184.52	1715.99	1965.73	2003.34	2648.99	1004.82	2004.97	1876.86	1916.82	1148.24	2224.58	2475.25	1121.82	2535.38	2236.55	1714.8	2960.22	1899.85	2187.9	2027.83	1319.18	2620.04	1830.52
P23528	P23528	COF1_HUMAN	CFL1	Cofilin-1	920.937	3230.95	1014.39	1601.3	1179.44	3497.88	1215.84	919.759	1097.48	1002.27	987.512	537.616	1191.27	1135.92	4307.36	1205.34	8738.45	2960.42	1259.85	3538.79	2897.67	808.192	708.367	1230.83	5026.82	1611.6	1197.81	8362.2	1801.46	921.887		578.764		612.998	314.912	5909.96	5911.25	1274.47	919.378	1023.76	3065.38	1055.98	721.052	7343.76	983.409	894.771	2499.48	1453.58	2183.53	1706.62		789.756	2286.74	19960.8	3753.26	622.443			2327	569.7	2566.04		3251.37	3363.51	747.314	1983.41	4376.13	203.659	1760.48	687.966	984.496	586.136	1167.35	1226.44	741.856	1350.53	778.004	3818.92	939.716	4621.98	1800.43	600.105	1525.87		1749.57	831.101	3883.2			2631.04	747.54	6674.2			636.177	930.623	363.268	2175.04	4077.35	2412.31	1606.38	1407.02
P23588	P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B		4009.84	2173.19	1891.55		8556.45		759.859	1759.56	1450.53	1294.03		1308.65		4698.05	915.136		3513.71	675.313	4959.99	2830.5	1631.49	1145.72	1220.73	4029.74	1528.24	2959.87	3219.88	3113.05							4115.4	1966.98	2026.37		1519.81	4561.39			1563.93				3564.1	3315.15	3239.9	1288.96	1665.24	5137.04		8212.08	1401.22	519.708	1150.58	4530.53	1675.98	2696.72		6348.42	5187.01	3165.24	1895.37	7141.01	1968.06	2628.94	2527.07	2566.64	1774.22	2364.27		1141.81	1455.9		1727.21	850.085	5495.89	3679.66	1151.24	2732.12	1871.95	2573.62	2067.38	4305.57		3310.8	3815.12	958.105	9125.94	1207.14			1615	1360.31	3510.33	2693.44	2170.23	3072.39	2850.53
P23610	P23610	HAP40_HUMAN	F8A3	40-kDa huntingtin-associated protein	53845.6	59876.3	70004.4	59822.8	88385	62284.9	68109.8	54687.9	54293.5	70532.4	42562.3	83001.4	81835.4	68541.1	38495.7	72659.4	41405.6	64652.8	55332.4	62432.3	79840.4	54772.5	81542.6	69408.7	58409.8	72835.3	79153.6	59871.4	87214.2	69955.2	144580	68001.6	64512.8	61050.9	105201	45045	58013.4	70271.5	101029	41568.5	45908.4	95626.2	77413	54905.6	112004	74687.5	65184.9	82499	102501	94598.3	60828.6	92790.1	35625.2	1.75E+06	67548	85465.7	94387	97595.5	88669.4	110306	53980.5	119068	72929.1	56099	88913.9	112402	58816.8	113903	108381	92641.1	112601	102646	101759	124526	59737.1	23280.7	17976.6	45598.6	39759.9	34744.4	74785.7	84256	84590.3	75889.2	44911.6	73541.9	63765.5	86302.7	88486.7	79465.9	81680.7	42089	64671.8	109783	80811.3	100977	98769.9	85471.4	53275.4	67325.2	121387	67899
P24158	P24158	PRTN3_HUMAN	PRTN3	Myeloblastin	631.685		416.821	394.529	449.469	275.767			408.993	747.246					386.323					340.989	273.524	527.648			766.649			347.643				741.45	358.219		1084.82		2544.77	471.92		354.26	3321.31	756.483				795.876	707.958				582.996						334.848		506.066		312.536									408.648					1737.72			438.358	396.664		428.39			414.613	956.987		621.209		451.728	445.274										345.14	409.367	545.634
P24534	P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta							462.147																																		601.861																									1623.44									255.585																								480.627			
P24592	P24592	IBP6_HUMAN	IGFBP6	Insulin-like growth factor-binding protein 6	3535.94	2814.91	5869.17	4175.45	4533.13	3390.76	2543.56	4429.37	3481.45	1937.5	4847.42	2665.58	3965.32	4149.05	2266.49	3659.86	4352.9	5098.58	7138.11	2733.42	6689.04	3304.74	2642.7	3662.18	3165.89	2955.23	3285.96	3094.47	3826.89	2426.64	5581.78	2427.49	3722.03	4252.65	2865.41	9002.94	4236.28	3716.89	2145.06	3170.9	7022.35	2902.43	3661.78	5166.06	2824.4	2502.44	2923.06	2359.91	3281.38	4481.17	2727.66	3972	2414.79		4102.96	4070.86	2348.26	3738.97	3124.55	4013.47	3020.72	3692.3	9065.39	4639.72	10040.7	3458.82	3554.49	3665.29	5150.34	6920.21	3764.29	4730.6	4494.45	2777.77	4001.81	4328.14	2642.88	8393.02	4078.09	4455.79	5956.72	3679.03	5025.49	4483.91	2470.28	4248.22	3047.56	2650.6	2813.94	2290.8	4531.3	3494.71	3331.18	3013.69	2706.35	2305.45	5148.33	7660.96	3015.31	4437.44	3400.05	4399.58
P24593	P24593	IBP5_HUMAN	IGFBP5	Insulin-like growth factor-binding protein 5	5196.24	5984.31	10465.7	9337.25	6779.24	5074.49	5559.31	8213.38	5448.44	6257.23	8474.2	5766.29	8913.73	6324	4475.05	7723.13	8186.55	12061.8	7329.19	4629.38	7506.26	9622.12	13529.1	7440.23	8466.25	8242.76	10665.2	7432.47	6662.4	8144.88		7825.88	14790.2	8969.84	3697.45	10406.4	9990.33	5568.17	10337.3	9001.01	5157.52	5809.06	3556.18	8512.01	6414.9	7132.12	6586.17	7407.18	8252.63	8532.48	6518.93	8901.93	6736.04		9962.71	11145.9	10442.5	8603.32	7554.6	7395.93	7701.79	12234.5	12204.9	11932.9	17526.8	11892.5	10378.6	8718.03	9935.83	11614.9	11249.4	9508.88	10507.7	10028.6	7005.85	7789.55	5735.86	11181.6	12362	14461.4	9618.47	9926.58	10416.8	7760.36	12920.8	13731.2	8424.41	12171.2	7724.85	7667.22	10369.7	9831	9554.19	10086.8	9343.08	6691.67	9425.58	10188.2	6012.59	8181.19	7750.37	10715.5
P24723	P24723	KPCL_HUMAN	PRKCH	Protein kinase C eta type	12726	25164.8	24536.2	9502.65	7532.46	12690.4	11562.9	14266.9	20713	18252.1	9132.21	5548.3	14730.3	15705.6	14698.9	20351.8	17880.5	12346.1	10960	17308.7	18651	13356.9	28344.5	12739.5	12128.6	24804.9	21249.7	8192.22	13586.5	27597.4		17396.9	23230.1	10661.2	32561.3	14629.2	12290.6	32083.5	19398.8	12248.3	11629.3	12822.3	19889.6	20255.9	4883.83	8361.69	31204.1	19139.4	21850.6	27430.9	19116.1	18215	24660.1	852301	27140.6	26661.8	29063	77592.1	24563.7	29129.8	44860.4	56733.2	27687.4	20422	24273.2	40049.4	17678.8	17397.5	19880.1	30542.7	51931.2	40499.8	20575.3	22032.2	13602.8	4781.07	6393.86	21267.6	31324.3	37412.3	39267.5	34071	31641.7	17238	33954	36707.5	25618.5	29779.7	39022.1	11763.5	22290.7	57587.8	36601.2	13269.3	22759.6	39769.6	40440.3	32949.6	17368.8	27501.3	32496.6	40247
P24821	P24821	TENA_HUMAN	TNC	Tenascin											703.595																	210.577																						659.269												1748.29														632.077	947.949																						827.396			
P25054	P25054	APC_HUMAN	APC	Adenomatous polyposis coli protein	14400.9	10025.7	15460.4	6196.5	7392.62	6685.37	3242.96	7659.17	8099.79	5980.43	4051.18	10237.3	5057.47	3919.98	7075.62	4382.39		4500.5	3273.68	5126.02	5872.92	5400.68	5211.04	4397.24	9300.47	3967.16	5524.09	6384.47	4649.62	3256.97	32885.6	3709.08	6028.84	4462.46	3952.02	10382.5	6908.51	4459.77	19456.4	2246.93	7991.35	2464.74	1711.35	7592.31		3038.8	5668.62	6462.77	9829.55	6197.01	18699.6	4579.21	8935.89	535501	5842.57	4430.92	5165.79	6707.66	17722.4	3418.9	7098.08	3968	4555.58	3710.05	5010.08	8398.05	8746.72	9502.73	3203.33	13017.1	5483.33	5614.38	4679.52	4623.09	6595.98	5786.77	3870.16	7106.53	2286.9	6325.88	6483.4	4955.63	6078.48	7448.25	5558.99	7421.28	7623.63	4431.39	5751.24	8245.44	5297.94	4596.82	3721.91		2783.42	2287.37	4771.83	5281.31	29122.6	3901.84	3943.81	3773.47
P25205	P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	24990.6	23002.7	23062.6	30521.5	28378.6	20660.5				19462.8											15555.3				25376.9									24503.4	10821.4		15621				14968.9			19324.5						18446																		13050.4						19517.8																						15679.4			27242.7			
P25311	P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	82235.9	144731	74052	58641	55627.6	59299	79170.7	125657	72701.1	65796.7	131585	69830.7	70471.7	66219.1	82058.3	71906.8	52002.6	48422.2	63848.5	102019	53366.7	121394	61367	71219.3	74804.3	61003.4	67357.8	56274.6	50149.3	82683.4	77013.1	51990.1	54942	54054.5	86625.4	53947.4	73973.3	68303.8	58909.2	68520.3	59667.9	87705.3	56694.7	61240.1	92055.3	45635.8	100918	52380.3	63673.2	59013.1	136478	64621.3	81754.7	894140	58611.8	54675.4	93598.9	59846.9	86354.1	61245	61560.2	69553.3	52193.1	72582.5	88643.6	76057.7	60692.2	70812.9	63645.6	72538.7	78033.3	67546.5	85675.4	107172	95862.7	102335	181311	76667.1	108297	68161.9	64336.9	59134.2	118189	77290.8	82090.9	80457.4	73472.2	69639.9	119393	52395.5	52287.9	62503.7	79378.1	52822.3	85332.7	91367.5	109607	62136.7	55160.6	74385.9	71879.7	67523
P25445	P25445	TNR6_HUMAN	FAS	Tumor necrosis factor receptor superfamily member 6	3255.18	2117.65	3201.35	3531.28	3620.51	2935.38	3902.29	2077.02	3270.02	2167.45	3400.78	4071.17	4165.48	3730.39	1296.83	4187.09	3489.25	3778.67	4540.42	3376.31	3993.51	4119.83	3576.52	3900.29	2921.52	4163.11	4107.33	2982.99	4206.36	3154.66		2579.48	3636.21	3341.75	3742.68	4341.56	3255.42	4089.5	3667.78	3731.44	3374.65	4084.34	4042.47	3551.03	3378.26	4161.96	2242.01	2615.03	2113.48	4321.01	2592.56	4035.84	2718.05		4212.17	3172.97	2376	3448.51	2650.04	4656.12	2718.31	3761.12	2909.77	2722.22	3597.74	3129.26	2400.96	3126.9	3568.36	3225.48	3018.72	4067.37	15182.8	2816.51	2251.15	3307.5	1093.23	2874.68	2071.25	2715.43	2119.33	3239.41	3583.38	2804.88	2686.01	2931.29	2817.13	3734.23	3578.05	3315.68	3330.28	2689.09	4005.58	3659.49	2618.21	3284.22	4851.64	2411.56	4544.88	3361.86	3309.96	3485.86
P25705	P25705	ATPA_HUMAN	ATP5F1A	"ATP synthase subunit alpha, mitochondrial"	338.69	563.027	508.528	351.086	561.806	473.665	322.558	522.018	721.227	424.548	847.032		1036.2		318.454	545.088		923.971	314.624	645.144	501.513	563.83			1341.63			362.262		646.179		300.83	546.238			579.558	911.088		660.279		710.315	1076.1		502.988							615.465								520.187		533.401			524.977		3747	689.036		644.504						537.829	558.52	851.253	1072.07							1991.52			516.556	627.264	979.676						415.575	576.991	437.577	583.521	470.737	529.875	
P25815	P25815	S100P_HUMAN	S100P	Protein S100-P	1432.01		1687.91	2187.37	1304.01	2560.33	2165.18	1961.51	3070.01	2727.14	1845.78	2115.1	2431.64	1335.87	1834.4	1818.01	1451.09	1579.53	1511.34	957.885		1910.86	2681.75	1143.55	2001.64	2135.48	3330.29	1498.21	1863.02	2473.35		2885.66	2677.64	1828.44	2993.86	2355.28	5011.45	1385.27	4258.56	1760.03	66277.3	1562.4		1989	1825.69	2312.03		2858.81	2440.1	1885.72	3322.86	2152.22			3485.14	3068.26	1687.71	3008.43	2720.58	2875.18	3904.14	2772.51	2420.67	2011.3		2630.72	3136.2	2678.68	1529.57	2787.04	1511.05	2282.99	2012.97		2387.35			805.362		2849.98	2013.08	2157.02	2585.65	1063.37	6258.91		2552.39	2462.76	2108.38	4280.85	1655.14		2119.99	2041.13	2510.11	2516.8	2548.14	6707.54	3327.07	4538.97	4438.14	3594.97
P25940	P25940	CO5A3_HUMAN	COL5A3	Collagen alpha-3(V) chain		1270.44		1175.73		219.815		663.856		398.546		631.213									717.099				265.945					449.843				475.032					710.068		510.634												1173.53				311.741	504.113			670.671	455.165	550.346	547.396	1162.31	633.304		932.564			1174.54				923.467	2617.83	236.68	448.611	751.954	950.525	475.609	870.606	667.317	870.217	718.83	1710.81						1480.4	249.067		1083.86			312.637	444.147			487.145
P26038	P26038	MOES_HUMAN	MSN	Moesin	323.415	1107.88	1017.84	962.954	436.176	2279.55	527.134	968.846	1194.86		1514.52	503.274	772.249		1491.9	659.242	1144.9	1617.68	1051.6	1412.67	1657.35	859.282	520.086	720.472	1540.07		1083.3	2087.56	1441.89	1034.18				880.89	792.046	1293.25	1365.48	1792.83	1422.52	1183.87	10184.8			999.798	664.912	536.058		1056.25	1102.81	1689.16	1148.71	1155.48	934.836		5627.39	844.368	669.755	929.646	2266.45	1160.4	2311.28	907.795	3003.38	2453.35	1419.42	1170.41	2923.96	1102.77	1518.56	1346.27	1166.85	1050.24	1760.59		961.407	1801.5	1297.11	1385.23	597.159	2652.53	2080.53	580.322	1709.05	922.62	1524.82	1413.74	1730.48	928.238	1214.11	1650.32	1047.78	2688.94			999.358	1025.97	1631.98	3565.93	1004.65	1550.08	1643.14	1773.09
P26232	P26232	CTNA2_HUMAN	CTNNA2	Catenin alpha-2		4477.74									1607.76	1961.81									2269.38															5535.06			8892.83	1033.39	267.084				3592.13		2028.31														493.816	921.182	3368.8	175.016	418.412				3172.42				2292.92		384.789					468.893				5133.25									1310.03	6928.74	228.308		1361.71	996.28				
P26373	P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	52918.1	49269.2	41861.2	37837.9	32328.3	33966.3	34371.8	42574.9	36482.3	33792.2	46657.7	32386.6	35565.9	24450.5	26874.4	45774.3	22584.9	33276.2	30620.8	40017.5	35582.3	43496.3	43591.4	29076.8	34291	33713.3	37813.7	24951.9	34225.3	40721.2	6924.22	38630.2	41669.3	30096.7	27415.5	34761.7	38794.4	30699	25618.8	33444.3	37500.5	24664.1	28140.9	44798.1	26620.3	33320.5	27293	45241.1	37497.5	44875.7	54754.1	46940.6	40951		39605.7	47147.9	50201.1	44770.7	36622.7	41569.8	47190.4	40707.6	42648	59730.5	45553.9	50552.8	49825.1	45883.8	44287.8	42425.4	49588.5	43058.1	43721.8	41101.4	40245.4	35700.4	35838.6	52722.8	59042	44627.3	41232.3	42666.6	53377.9	55739	52884.4	58874.9	49506.5	49091	55948.4	41674.4	45012.6	39070.1	56094.5	55366.1	42303.8	39653.5	41167.6	57709.3	42566.5	35273.3	39892.5	49066.1
P26447	P26447	S10A4_HUMAN	S100A4	Protein S100-A4	219.333	736.68		381.7		515.061		558.78	370.582	753.003	747.132		333.575		419.793	499.827	258.353	665.033		192.991			606.98		460.493	815.632		272.146		382.502		190.996	421.23				1184.44	15.7477		679.757	415.005	1514.66		601.075		464.488		410.753	617.14	593.692	634.67	690.6	567.407		818.998	518.422	489.563	394.125	514.862	483.066	348.038	559.385		563.808	431.535	635.672	907.645	316.015	420.876	532.992	645.254	576.68	522.725		894.192	502.864	929.685	718.254	551.664	996.191		417.242	454.251	799.021	972.027	621.136	456.478	421.243	418.901	572.099	378.6	964.887	649.434	1388.16	643.769	594.103	683.882	672.363	843.365	568.861	1042.49	576.789
P26572	P26572	MGAT1_HUMAN	MGAT1	"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	480.86	392.805	1341.92	510.099	637.908	413.785	479.326	740.033		524.287			924.053			639.853			1002.23	365.44	613.59	498.788	785.206				480.23			452.139				632.002		918.629	507.599				521.545	563.441				693.987		409.667	606.78	669.697		653.882	391.918			412.76		555.801	433.676	742.506	575.596		756.142	424.2	1278.33	533.741		687.827	687.488	632.845		339.393			350.643	251.013			423.093	598.797		854.719	958.466		751.282		482.451	543.125	706.57	409.826	487.065		705.104	1022.83	635.797	489.638	518.311	981.614	825.408	392.36	615.652	788.708
